firm_name,firm_group,reporting_period,period,product_category,complaints_closed
LeasePlan UK Limited,SOCIETY GENERALE GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,21
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,2963
Lexham Insurance Consultants Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,605
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1252
Liverpool Victoria Insurance Company Limited,ALLIANZ GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,11028
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,5680
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,305
LONDON & COUNTRY MORTGAGES LIMITED,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,46
ManyPets Ltd,NO GROUP,2025-04-01 to 2025-09-30,H2 2025,Insurance & pure protection,3383
MARKS AND SPENCER FINANCIAL SERVICES PLC,HSBC GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,100
Marshmallow Financial Services Ltd,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,4462
MBNA Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,22
MetLife Europe d.a.c.,"METLIFE, INC.",2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1064
Millennium Insurance Company Limited,DSA GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,551
Monzo Bank Ltd,MONZO GROUP,2025-04-01 to 2025-09-30,H2 2025,Insurance & pure protection,19
MotoNovo Finance Limited,FIRSTRAND LIMITED,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,18
MUNICH RE DIGITAL PARTNERS LIMITED,MUNICH RE,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,5303
National House-Building Council,NO GROUP,2025-04-01 to 2025-09-30,H2 2025,Insurance & pure protection,772
NATIONAL WESTMINSTER BANK PUBLIC LIMITED COMPANY,NATWEST GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,81
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,2025-04-01 to 2025-09-30,H2 2025,Insurance & pure protection,140
Newcastle Building Society,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,0
Northern Bank Limited,DANSKE BANK A/S,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,0
One Call Insurance Services Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,2960
One Sure Insurance Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,765
OVO HOME SERVICES LTD,OVO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1573
Phoenix Life CA Limited,PHOENIX GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,347
Phoenix Life Limited,PHOENIX GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,3322
Pinnacle Insurance Limited,BNP PARIBAS GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,3241
Principality Building Society,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,2
QBE UK Limited,QBE INSURANCE GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,847
Qmetric Group Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,3413
QUILTER FINANCIAL SERVICES LIMITED,QUILTER GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,9
RAC FINANCIAL SERVICES LIMITED,RAC GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,9410
ReAssure Life Limited,PHOENIX GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,310
ReAssure Limited,PHOENIX GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,533
REASSURED LIMITED,NO GROUP,2025-02-01 to 2025-07-31,H2 2025,Insurance & pure protection,608
"Royal London Mutual Insurance Society, Limited (THE)",ROYAL LONDON GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,2400
Sabre Insurance Company Limited,SABRE INSURANCE GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,631
Saga Services Limited,SAGA PLC,2025-02-01 to 2025-07-31,H2 2025,Insurance & pure protection,7375
Sainsbury's Bank Plc,J SAINSBURY PLC,2025-03-01 to 2025-08-31,H2 2025,Insurance & pure protection,527
Santander UK Plc,SANTANDER UK GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,106
Scottish Equitable Plc,AEGON N.V.,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,15
Scottish Friendly Assurance Society Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,343
SCOTTISH WIDOWS LIMITED,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,977
Shop Direct Finance Company Limited,THE VERY GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,100
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,2116
Society of Lloyd's,SOCIETY OF LLOYD'S,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,5756
Somerset Bridge Insurance Services Limited,SOMERSET BRIDGE GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1472
ST. JAMES'S PLACE UK PLC,ST. JAMES'S PLACE PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,4
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,222
Starr International (Europe) Limited,"STARR INTERNATIONAL COMPANY, INC.",2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1083
Telefonica Seguros y Reaseguros Compania Aseguradora S.A.U.,TELEFONICA SA,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,2803
Telefonica UK Limited,VIRGIN MEDIA O2 JOINT VENTURE,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,287
Tesco Personal Finance Limited,TESCO BANK,2025-03-01 to 2025-08-31,H2 2025,Insurance & pure protection,4894
Tesco Underwriting Limited,TESCO BANK,2025-03-01 to 2025-08-31,H2 2025,Insurance & pure protection,2664
THE CO-OPERATIVE BANK P.L.C.,COVENTRY BUILDING SOCIETY,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,2
The National Farmers' Union Mutual Insurance Society Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,4864
The Prudential Assurance Company Limited,M&G PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,785
The Royal Bank of Scotland Plc,NATWEST GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,27
Tradex Insurance Company PLC,SATURN HOLDINGS PLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,3993
True Potential Wealth Management LLP,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,2
TSB Bank plc,BANCO DE SABADELL SA,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,29
U K Insurance Limited,DIRECT LINE GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,37663
USAY BUSINESS LTD,ARDONAGH GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,607
Utility Warehouse Limited,TELECOM PLUS PLC,2025-04-01 to 2025-09-30,H2 2025,Insurance & pure protection,2016
Vitality Corporate Services Limited,DISCOVERY LIMITED,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,10580
Vodafone Limited,VODAFONETHREE HOLDINGS LIMITED,2025-04-01 to 2025-09-30,H2 2025,Insurance & pure protection,253
Volkswagen Financial Services (UK) Limited,VOLKSWAGEN AG,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,22
Wesleyan Assurance Society,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,92
West Bay Insurance Plc,QIC CAPITAL LLC,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,547
Xbridge Limited,"THE TRAVELERS COMPANIES, INC.",2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1319
Yorkshire Building Society,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,7
Zurich Assurance Ltd,ZURICH INSURANCE GROUP LIMITED,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,1842
Zurich Insurance Company Ltd,ZURICH INSURANCE GROUP LIMITED,2025-07-01 to 2025-12-31,H2 2025,Insurance & pure protection,3211
AJ Bell Securities Limited,AJ BELL GROUP,2024-04-01 to 2024-09-30,H2 2024,Investments,753
Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),2024-02-01 to 2024-07-31,H2 2024,Investments,0
Aviva Life Services UK Limited,AVIVA PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,2914
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,46
Barclays Bank Plc,BARCLAYS PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,1091
Barclays Bank UK PLC,BARCLAYS PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,51
Citibank UK Limited,CITI GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,22
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,2024-04-01 to 2024-09-30,H2 2024,Investments,21
Cofunds Limited,AEGON N.V.,2024-07-01 to 2024-12-31,H2 2024,Investments,947
Countrywide Assured Plc,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,60
Coutts & Company,NATWEST GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,75
Embark Investment Services Limited,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,297
Equiniti Financial Services Limited,EQUINITI GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,2378
Family Assurance Friendly Society Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,85
Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,2024-07-01 to 2024-12-31,H2 2024,Investments,599
Financial Administration Services Limited,FIDELITY HOLDINGS LIMITED,2024-07-01 to 2024-12-31,H2 2024,Investments,1419
Forester Life Limited,FORESTER HOLDINGS (EUROPE) LIMITED,2024-07-01 to 2024-12-31,H2 2024,Investments,515
Funding Circle Ltd,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,40
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,559
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,3445
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,676
HSBC UK Bank Plc,HSBC HOLDINGS PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,1147
Interactive Brokers (U.K.) Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,557
Interactive Investor Services Limited,INTERACTIVE INVESTOR SERVICES LIMITED,2024-07-01 to 2024-12-31,H2 2024,Investments,1714
Invesco Fund Managers Limited,INVESCO LTD,2024-07-01 to 2024-12-31,H2 2024,Investments,573
Janus Henderson Fund Management UK Limited,JANUS HENDERSON GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,571
Leeds Building Society,LEEDS BUILDING SOCIETY,2024-07-01 to 2024-12-31,H2 2024,Investments,1
Legal & General (Portfolio Management Services) Ltd,LEGAL & GENERAL GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,4
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA FINANCIAL SERVICES LIMITED,2024-07-01 to 2024-12-31,H2 2024,Investments,288
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,0
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,49
M & G Securities Limited,M&G PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,615
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,0
MBNA Limited,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,0
Monzo Bank Ltd,MONZO BANK LIMITED,2024-04-01 to 2024-09-30,H2 2024,Investments,167
NATIONAL WESTMINSTER BANK PUBLIC LIMITED COMPANY,NATWEST GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,105
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,2024-04-05 to 2024-10-04,H2 2024,Investments,61
Newcastle Building Society,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,17
Nutmeg Saving and Investment Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,596
Phoenix Life CA Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,110
Phoenix Life Limited,PHOENIX GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,729
Principality Building Society,PRINCIPALITY BUILDING SOCIETY,2024-07-01 to 2024-12-31,H2 2024,Investments,0
QUILTER FINANCIAL SERVICES LIMITED,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,150
Quilter Life & Pensions Limited,QUILTER GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,117
RBS Collective Investment Funds Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,1491
ReAssure Life Limited,PHOENIX GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,215
ReAssure Limited,PHOENIX GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,617
Santander UK Plc,SANTANDER UK GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,54
Scottish Equitable Plc,AEGON N.V.,2024-07-01 to 2024-12-31,H2 2024,Investments,180
Scottish Friendly Assurance Society Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,473
SCOTTISH WIDOWS LIMITED,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,2296
Scottish Widows Unit Trust Managers Limited,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,529
Skipton Building Society,SKIPTON BUILDING SOCIETY,2024-07-01 to 2024-12-31,H2 2024,Investments,118
St James's Place UK plc,ST. JAMES'S PLACE PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,241
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,4702
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),2024-07-01 to 2024-12-31,H2 2024,Investments,1
The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,2024-07-01 to 2024-12-31,H2 2024,Investments,48
The Prudential Assurance Company Limited,M&G PLC,2024-07-01 to 2024-12-31,H2 2024,Investments,2822
The Royal Bank of Scotland Plc,NATWEST GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,28
The Royal London Mutual Insurance Society Limited,ROYAL LONDON GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,225
Trading 212 UK Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,601
Triodos Bank UK Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,38
"Vanguard Asset Management, Ltd",NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,1586
Virgin Money Unit Trust Managers Ltd,NO GROUP,2024-04-01 to 2024-09-30,H2 2024,Investments,1333
Wesleyan Assurance Society,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Investments,224
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,2024-07-01 to 2024-12-31,H2 2024,Investments,352
abrdn Fund Managers Limited,ABERDEEN GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,768
AJ Bell Securities Limited,AJ BELL GROUP,2024-10-01 to 2025-03-31,H1 2025,Investments,963
Aviva Life Services UK Limited,AVIVA PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,3073
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,41
Barclays Bank Plc,BARCLAYS PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,1386
Barclays Bank UK PLC,BARCLAYS PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,36
Canada Life Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,43
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,2024-10-01 to 2025-03-31,H1 2025,Investments,38
Cofunds Limited,AEGON N.V.,2025-01-01 to 2025-06-30,H1 2025,Investments,943
Countrywide Assured Plc,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,99
Coutts & Company,NATWEST GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,101
Digital Moneybox Limited,NO GROUP,2024-12-01 to 2025-05-31,H1 2025,Investments,98
Embark Investment Services Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,463
Embark Services Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,0
Equiniti Financial Services Limited,EQUINITI GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,2228
Family Assurance Friendly Society Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,165
Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,2025-01-01 to 2025-06-30,H1 2025,Investments,565
Financial Administration Services Limited,FIDELITY HOLDINGS LIMITED,2025-01-01 to 2025-06-30,H1 2025,Investments,1245
Forester Life Limited,FORESTER HOLDINGS (EUROPE) LIMITED,2025-01-01 to 2025-06-30,H1 2025,Investments,520
Funding Circle Ltd,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,18
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,634
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN LIMITED,2025-01-01 to 2025-06-30,H1 2025,Investments,4461
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,756
HSBC Bank Plc,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,54
HSBC UK Bank Plc,HSBC HOLDINGS PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,1105
Interactive Brokers (U.K.) Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,862
Interactive Investor Services Limited,ABERDEEN GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,2287
Janus Henderson Fund Management UK Limited,JANUS HENDERSON GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,570
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,275
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,0
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,40
M & G Securities Limited,M&G PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,734
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,0
MBNA Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,0
Monzo Bank Ltd,MONZO BANK LIMITED,2024-10-01 to 2025-03-31,H1 2025,Investments,124
NATIONAL WESTMINSTER BANK PUBLIC LIMITED COMPANY,NATWEST GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,246
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,2024-10-05 to 2025-03-31,H1 2025,Investments,46
Newcastle Building Society,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,3
Nutmeg Saving and Investment Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,863
Phoenix Life CA Limited,PHOENIX GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,75
Phoenix Life Limited,PHOENIX GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,912
Principality Building Society,PRINCIPALITY BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Investments,0
QUILTER FINANCIAL SERVICES LIMITED,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,311
Quilter Life & Pensions Limited,QUILTER GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,109
RBS Collective Investment Funds Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,2006
ReAssure Life Limited,PHOENIX GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,147
ReAssure Limited,PHOENIX GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,491
Santander UK Plc,SANTANDER UK GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,71
Scottish Equitable Plc,AEGON N.V.,2025-01-01 to 2025-06-30,H1 2025,Investments,301
Scottish Friendly Assurance Society Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,812
SCOTTISH WIDOWS LIMITED,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,2209
Scottish Widows Unit Trust Managers Limited,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,572
Skipton Building Society,SKIPTON BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Investments,100
ST. JAMES'S PLACE UK PLC,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,209
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,5027
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),2025-01-01 to 2025-06-30,H1 2025,Investments,0
The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,2025-01-01 to 2025-06-30,H1 2025,Investments,56
The Prudential Assurance Company Limited,M&G PLC,2025-01-01 to 2025-06-30,H1 2025,Investments,2463
The Royal Bank of Scotland Plc,NATWEST GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,64
The Royal London Mutual Insurance Society Limited,ROYAL LONDON GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,185
Trading 212 UK Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,1179
"VANGUARD ASSET MANAGEMENT, LTD.",NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,1779
Virgin Money Unit Trust Managers Ltd,NO GROUP,2024-10-01 to 2025-03-31,H1 2025,Investments,586
Wesleyan Assurance Society,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Investments,269
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,2025-01-01 to 2025-06-30,H1 2025,Investments,388
AJ Bell Securities Limited,AJ BELL GROUP,2025-04-01 to 2025-09-30,H2 2025,Investments,1127
Aviva Life Services UK Limited,AVIVA PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,2955
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,2
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,30
Barclays Bank Plc,BARCLAYS GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,1189
Barclays Bank UK PLC,BARCLAYS GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,23
Canada Life Limited,CANADA LIFE,2025-07-01 to 2025-12-31,H2 2025,Investments,42
Clydesdale Bank Plc,NATIONWIDE BUILDING SOCIETY,2025-04-01 to 2025-09-30,H2 2025,Investments,2
Cofunds Limited,AEGON N.V.,2025-07-01 to 2025-12-31,H2 2025,Investments,693
Countrywide Assured Plc,CHESNARA PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,60
Coutts & Company,NATWEST GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,101
Coventry Building Society,COVENTRY BUILDING SOCIETY,2025-07-01 to 2025-12-31,H2 2025,Investments,1
EBS Pensions Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,0
Embark Investment Services Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,331
Embark Services Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,0
Equiniti Financial Services Limited,EQUINITI GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,2814
ETORO (UK) LIMITED,ETORO GROUP LTD,2025-07-01 to 2025-12-31,H2 2025,Investments,514
Family Equity Plan Limited,FAMILY ASSURANCE FRIENDLY SOCIETY LTD,2025-07-01 to 2025-12-31,H2 2025,Investments,509
FCE Bank Plc,FORD MOTOR CO,2025-07-01 to 2025-12-31,H2 2025,Investments,0
Financial Administration Services Limited,FIDELITY INTERNATIONAL GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,1032
Forester Life Limited,FORSTERS FINANCIAL,2025-07-01 to 2025-12-31,H2 2025,Investments,506
Funding Circle Ltd,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,13
Halifax Share Dealing Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,561
Hargreaves Lansdown Asset Management Limited,HARGREAVES LANSDOWN LIMITED,2025-07-01 to 2025-12-31,H2 2025,Investments,4789
HBOS Investment Fund Managers Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,659
HSBC UK Bank Plc,HSBC GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,951
Interactive Brokers (U.K.) Limited,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,1159
Interactive Investor Services Limited,ABERDEEN GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,2334
J.P. MORGAN PERSONAL INVESTING LIMITED,JPMORGAN CHASE & CO,2025-07-01 to 2025-12-31,H2 2025,Investments,848
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,172
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,0
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,31
M & G Securities Limited,M&G PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,781
MARKS AND SPENCER FINANCIAL SERVICES PLC,HSBC GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,0
MBNA Limited,LLOYDS BANKING GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Investments,0
Monzo Bank Ltd,MONZO GROUP,2025-04-01 to 2025-09-30,H2 2025,Investments,211
NATIONAL WESTMINSTER BANK PUBLIC LIMITED COMPANY,NATWEST GROUP,2025-07-01 to 2025-12-31,H2 2025,Investments,394
