firm_name,firm_group,reporting_period,period,product_category,uphold_rate
NATIONAL WESTMINSTER BANK PUBLIC LIMITED COMPANY,NATWEST GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,55.0
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,2025-04-01 to 2025-09-30,H2 2025,Home finance,52.4
Newcastle Building Society,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,36.1
Northern Bank Limited,DANSKE BANK A/S,2025-07-01 to 2025-12-31,H2 2025,Home finance,44.2
OneSavings Bank Plc,OSB GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,49.2
Paragon Bank Plc,PARAGON BANKING GROUP PLC,2025-04-01 to 2025-09-30,H2 2025,Home finance,54.6
Pepper (UK) Limited,PEPPER GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,42.3
Phoenix Life Limited,PHOENIX GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,42.9
Principality Building Society,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,45.1
QUILTER FINANCIAL SERVICES LIMITED,QUILTER GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,0.0
Santander UK Plc,SANTANDER UK GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,64.6
SECURE TRUST BANK PUBLIC LIMITED COMPANY,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,100.0
Shawbrook Bank Limited,SHAWBROOK GROUP PLC,2025-07-01 to 2025-12-31,H2 2025,Home finance,56.2
Skipton Building Society,SKIPTON BUILDING SOCIETY,2025-07-01 to 2025-12-31,H2 2025,Home finance,77.3
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,2025-07-01 to 2025-12-31,H2 2025,Home finance,18.5
Swift 1st Limited,SWIFT GROUP,2025-04-01 to 2025-09-30,H2 2025,Home finance,14.8
THE CO-OPERATIVE BANK P.L.C.,COVENTRY BUILDING SOCIETY,2025-07-01 to 2025-12-31,H2 2025,Home finance,57.6
The Mortgage Works (UK) Plc,NATIONWIDE BUILDING SOCIETY,2025-04-01 to 2025-09-30,H2 2025,Home finance,52.5
The Prudential Assurance Company Limited,M&G PLC,2025-07-01 to 2025-12-31,H2 2025,Home finance,32.5
The Royal Bank of Scotland Plc,NATWEST GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,50.2
Topaz Finance Limited,COMPUTERSHARE LIMITED,2025-07-01 to 2025-12-31,H2 2025,Home finance,37.4
TSB Bank plc,BANCO DE SABADELL SA,2025-07-01 to 2025-12-31,H2 2025,Home finance,53.3
UBS AG,UBS GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,0.0
UK Mortgage Lending Ltd,PEPPER GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,51.6
Yorkshire Building Society,NO GROUP,2025-07-01 to 2025-12-31,H2 2025,Home finance,74.3
Zurich Assurance Ltd,ZURICH INSURANCE GROUP LIMITED,2025-07-01 to 2025-12-31,H2 2025,Home finance,0.0
Accredited Insurance (Europe) Ltd,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,38.8
Acm Ulr Limited,MARKERSTUDY GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,42.6
Acorn Insurance & Financial Services Ltd,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,51.7
Action 365 Ltd,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,31.4
Adrian Flux Insurance Services Group,NO GROUP,2024-04-01 to 2024-09-30,H2 2024,Insurance & pure protection,20.1
Advisory Insurance Brokers Limited,ARDONAGH GROUP LIMITED,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,59.1
Affinity Insurance Solutions Limited,MARKERSTUDY GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,24.9
Ageas Insurance Limited,AGEAS SA-NV,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,46.5
Ageas Retail Limited,AGEAS SA-NV,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,45.6
Aioi Nissay Dowa Insurance UK Limited,AIOI NISSAY DOWA EUROPE LIMITED,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,54.3
Allianz Insurance Plc,ALLIANZ SE,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,57.2
AMERICAN EXPRESS SERVICES EUROPE LIMITED,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,23.4
AMERICAN INTERNATIONAL GROUP UK LIMITED,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,47.4
AmTrust Specialty Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,49.4
Animal Friends Insurance Services Ltd,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,31.3
ARAG Legal Expenses Insurance Company Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,70.3
Arthur J. Gallagher Insurance Brokers Limited,ARTHUR J GALLAGHER (UK) LTD,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,62.3
Assurant General Insurance Limited,ASSURANT INC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,40.9
Astrenska Insurance Limited,NO GROUP,2024-05-01 to 2024-10-31,H2 2024,Insurance & pure protection,52.0
Asurion Europe Limited,ASURION,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,21.8
Atlanta Insurance Intermediaries Limited,MARKERSTUDY GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,42.7
Avantia Insurance Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,36.4
Aviva Health UK Limited,AVIVA PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,36.7
Aviva Insurance Limited,AVIVA PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,58.5
Aviva Life Services UK Limited,AVIVA PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,57.3
Aviva Protection UK Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,47.1
AWP Assistance UK Ltd,ALLIANZ SE,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,86.9
AWP P&C S.A.,ALLIANZ SE,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,42.0
AXA Insurance Designated Activity Company,AXA GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,55.2
AXA Insurance UK Plc,AXA GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,58.3
AXA PPP Healthcare Limited,AXA GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,56.0
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,15.2
Barclays Bank Plc,BARCLAYS PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,100.0
Barclays Bank UK PLC,BARCLAYS PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,21.7
BISL Limited,MARKERSTUDY GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,37.2
British Gas Services Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,95.5
BUPA Insurance Services Limited,BUPA GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,56.8
Call Assist Ltd,CALL ASSIST LIMITED,2024-05-01 to 2024-10-31,H2 2024,Insurance & pure protection,41.9
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,16.7
Car Care Plan Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,22.6
Carfinance247 Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,17.9
Carole Nash Insurance Consultants Ltd,MARKERSTUDY GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,37.8
Castelan Limited,NO GROUP,2024-04-01 to 2024-09-30,H2 2024,Insurance & pure protection,30.7
Chubb European Group SE,CHUBB LIMITED,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,62.8
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,2024-02-01 to 2024-07-31,H2 2024,Insurance & pure protection,0.0
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,2024-04-01 to 2024-09-30,H2 2024,Insurance & pure protection,50.0
Complete Cover Group Ltd,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,42.6
Connells Limited,SKIPTON BUILDING SOCIETY,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,33.0
CORGI HomePlan Ltd,OVO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,71.7
Countrywide Assured Plc,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,25.0
Coutts & Company,NATWEST GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,35.7
Covea Insurance plc,COVEA GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,42.1
Coventry Building Society,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,100.0
Domestic & General Insurance Plc,CVC CAPITAL PARTNERS ADVISORY GROUP HOLDING FOUNDATION,2024-04-01 to 2024-09-30,H2 2024,Insurance & pure protection,54.2
ERGO TRAVEL INSURANCE SERVICES LTD,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,45.5
esure Insurance Limited,ESURE GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,73.4
EUI Limited,ADMIRAL GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,61.6
Exeter Friendly Society Limited,EXETER FRIENDLY SOCIETY LIMITED,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,9.3
Experian Limited,EXPERIAN PLC,2024-04-01 to 2024-09-30,H2 2024,Insurance & pure protection,0.0
Extracover Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,32.4
Family Assurance Friendly Society Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,61.0
First Central Insurance Management Limited,FIRST CENTRAL GROUP LIMITED,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,50.6
FirstRand Bank Limited,FIRSTRAND LIMITED,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,1.9
Forester Life Limited,FORESTER HOLDINGS (EUROPE) LIMITED,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,36.8
Forsakringsaktiebolaget Agria (publ),NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,15.6
Fortegra Europe Insurance Company Ltd,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,54.4
Hastings Insurance Services Limited,HASTINGS GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,50.6
HELVETIA GLOBAL SOLUTIONS LTD,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,45.6
Highway Insurance Company Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,41.1
Hiscox Insurance Company Limited,HISCOX LTD.,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,52.0
Homeserve Membership Limited,HOMESERVE PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,28.2
Hood Travel Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,22.3
Howserv Limited,STAYSURE HOLDINGS LTD,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,41.1
HSBC UK Bank Plc,HSBC HOLDINGS PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,50.1
I Go 4 Ltd.,MARKERSTUDY GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,31.9
Insurance Factory Ltd,MARKERSTUDY GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,66.1
Inter Partner Assistance SA,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,84.0
J D Williams & Company Limited,J D WILLIAMS & COMPANY LIMITED,2024-03-01 to 2024-08-31,H2 2024,Insurance & pure protection,0.0
LeasePlan UK Limited,LP GROUP B.V.,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,71.4
Leeds Building Society,LEEDS BUILDING SOCIETY,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,25.0
Legal and General Assurance Society Limited,LEGAL & GENERAL GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,50.1
Liverpool Victoria Financial Services Limited,LIVERPOOL VICTORIA FINANCIAL SERVICES LIMITED,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,63.0
Liverpool Victoria Insurance Company Limited,LIVERPOOL VICTORIA FINANCIAL SERVICES LIMITED,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,50.2
Lloyds Bank General Insurance Limited,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,67.0
Lloyds Bank PLC,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,8.9
London and Country Mortgages Ltd,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,41.7
ManyPets Ltd,NO GROUP,2024-04-01 to 2024-09-30,H2 2024,Insurance & pure protection,62.1
Marks & Spencer Financial Services Plc,HSBC HOLDINGS PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,34.5
Marshmallow Financial Services Ltd,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,45.4
MBNA Limited,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,10.0
MetLife Europe d.a.c.,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,55.9
MotoNovo Finance Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,18.5
MUNICH RE DIGITAL PARTNERS LIMITED,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,43.3
National House-Building Council,NO GROUP,2024-04-01 to 2024-09-30,H2 2024,Insurance & pure protection,63.1
NATIONAL WESTMINSTER BANK PUBLIC LIMITED COMPANY,NATWEST GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,9.1
Nationwide Building Society,NATIONWIDE BUILDING SOCIETY,2024-04-05 to 2024-10-04,H2 2024,Insurance & pure protection,29.9
One Call Insurance Services Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,15.1
Paragon Bank Plc,PARAGON BANKING GROUP PLC,2024-04-01 to 2024-09-30,H2 2024,Insurance & pure protection,100.0
Phoenix Life CA Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,58.3
Phoenix Life Limited,PHOENIX GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,70.7
Pinnacle Insurance Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,27.9
Post Office Management Services Limited,NO GROUP,2024-04-01 to 2024-09-30,H2 2024,Insurance & pure protection,44.5
Principality Building Society,PRINCIPALITY BUILDING SOCIETY,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,0.0
QBE UK Limited,QBE INSURANCE GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,43.7
Qmetric Group Limited,NO GROUP,2024-04-01 to 2024-09-30,H2 2024,Insurance & pure protection,34.0
QUILTER FINANCIAL SERVICES LIMITED,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,16.7
RAC Motoring Services,RAC GROUP (HOLDINGS) LIMITED,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,29.0
ReAssure Life Limited,PHOENIX GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,87.2
ReAssure Limited,PHOENIX GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,67.6
Reassured Ltd,NO GROUP,2024-02-01 to 2024-07-31,H2 2024,Insurance & pure protection,44.4
Royal & Sun Alliance Insurance Limited,RSA INSURANCE UK,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,51.7
Sabre Insurance Company Limited,SABRE INSURANCE GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,41.7
Saga Services Limited,SAGA PLC,2024-02-01 to 2024-07-31,H2 2024,Insurance & pure protection,48.2
Sainsbury's Bank Plc,J SAINSBURY PLC,2024-03-01 to 2024-08-31,H2 2024,Insurance & pure protection,56.1
Santander UK Plc,SANTANDER UK GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,26.7
Scottish Equitable Plc,AEGON N.V.,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,50.0
Scottish Friendly Assurance Society Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,46.2
SCOTTISH WIDOWS LIMITED,LLOYDS BANKING GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,79.8
Shop Direct Finance Company Limited,THE VERY GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,65.0
Simplyhealth Access,SIMPLYHEALTH GROUP LIMITED,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,38.0
Skipton Building Society,SKIPTON BUILDING SOCIETY,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,54.6
Society of Lloyd's,SOCIETY OF LLOYD'S,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,44.5
Somerset Bridge Insurance Services Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,41.3
St James's Place UK plc,ST. JAMES'S PLACE PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,75.0
St. James's Place Wealth Management Plc,ST. JAMES'S PLACE PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,4.9
Starr International (Europe) Limited,"STARR INTERNATIONAL COMPANY, INC.",2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,38.3
Telefonica Seguros y Reaseguros Compania Aseguradora S.A.U.,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,65.2
Telefonica UK Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,79.6
Tesco Personal Finance Limited,NO GROUP,2024-03-01 to 2024-08-31,H2 2024,Insurance & pure protection,36.6
Tesco Underwriting Limited,TESCO BANK (TESCO PLC),2024-03-01 to 2024-08-31,H2 2024,Insurance & pure protection,61.1
The Co-operative Bank Plc,CO-OPERATIVE BANK HOLDINGS (THE),2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,66.7
The National Farmers' Union Mutual Insurance Society Limited,NFU MUTUAL INSURANCE SOCIETY LIMITED,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,63.3
The Prudential Assurance Company Limited,M&G PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,88.2
The Royal Bank of Scotland Plc,NATWEST GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,17.1
The Royal London Mutual Insurance Society Limited,ROYAL LONDON GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,49.2
Tradex Insurance Company PLC,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,68.6
TSB Bank plc,BANCO DE SABADELL SA,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,58.3
U K Insurance Limited,DIRECT LINE INSURANCE GROUP PLC,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,69.3
USAY BUSINESS LTD,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,17.2
Utility Warehouse Limited,NO GROUP,2024-04-01 to 2024-09-30,H2 2024,Insurance & pure protection,21.7
Vitality Corporate Services Limited,DISCOVERY LIMITED,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,53.4
Vodafone Limited,NO GROUP,2024-04-01 to 2024-09-30,H2 2024,Insurance & pure protection,48.6
Volkswagen Financial Services (UK) Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,0.0
Wesleyan Assurance Society,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,93.2
Xbridge Limited,NO GROUP,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,42.5
Yorkshire Building Society,YORKSHIRE BUILDING SOCIETY,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,11.1
Zurich Assurance Ltd,ZURICH INSURANCE GROUP AG,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,44.7
Zurich Insurance Company Ltd,ZURICH INSURANCE GROUP AG,2024-07-01 to 2024-12-31,H2 2024,Insurance & pure protection,62.9
Accredited Insurance (Europe) Ltd,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,43.8
Acm Ulr Limited,MARKERSTUDY GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,46.1
Acorn Insurance & Financial Services Ltd,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,55.1
Acromas Insurance Company Limited,NO GROUP,2024-08-01 to 2025-01-31,H1 2025,Insurance & pure protection,50.3
Action 365 Ltd,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,34.0
Adrian Flux Insurance Services Group,NO GROUP,2024-10-01 to 2025-03-31,H1 2025,Insurance & pure protection,22.2
Advisory Insurance Brokers Limited,ARDONAGH GROUP LIMITED,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,60.4
Ageas Insurance Limited,AGEAS SA-NV,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,47.8
Ageas Retail Limited,AGEAS SA-NV,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,50.2
Aioi Nissay Dowa Insurance UK Limited,AIOI NISSAY DOWA EUROPE LIMITED,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,43.8
Allianz Insurance Plc,ALLIANZ SE,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,57.2
AMERICAN EXPRESS SERVICES EUROPE LIMITED,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,10.5
AMERICAN INTERNATIONAL GROUP UK LIMITED,"AMERICAN INTERNATIONAL GROUP, INC. (AIG)",2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,48.0
AmTrust Specialty Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,55.4
Animal Friends Insurance Services Ltd,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,48.3
ARAG Legal Expenses Insurance Company Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,63.4
Arthur J. Gallagher Insurance Brokers Limited,ARTHUR J GALLAGHER (UK) LTD,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,60.0
Assurant General Insurance Limited,ASSURANT INC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,38.7
Astrenska Insurance Limited,NO GROUP,2024-11-01 to 2025-04-30,H1 2025,Insurance & pure protection,53.9
Asurion Europe Limited,ASURION,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,18.6
Atlanta Insurance Intermediaries Limited,MARKERSTUDY GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,46.2
Automobile Association Insurance Services Limited,AUTOMOBILE ASSOCIATION (AA),2024-08-01 to 2025-01-31,H1 2025,Insurance & pure protection,37.0
Avantia Insurance Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,38.7
Aviva Health UK Limited,AVIVA PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,29.2
Aviva Insurance Limited,AVIVA PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,57.4
Aviva Life Services UK Limited,AVIVA PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,55.3
Aviva Protection UK Limited,AVIVA PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,36.8
AWP Assistance UK Ltd,ALLIANZ SE,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,80.7
AWP P&C S.A.,ALLIANZ SE,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,34.1
AXA Insurance Designated Activity Company,AXA GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,58.7
AXA Insurance UK Plc,AXA GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,57.5
AXA PPP Healthcare Limited,AXA GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,55.2
Bank of Ireland (UK) Plc,BANK OF IRELAND GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,3.2
Bank of Scotland plc,LLOYDS BANKING GROUP PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,15.6
Barclays Bank UK PLC,BARCLAYS PLC,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,10.9
BISL Limited,MARKERSTUDY GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,38.1
British Gas Services Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,94.9
BUPA Insurance Services Limited,BUPA GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,58.2
CALL ASSIST LIMITED,NO GROUP,2024-11-01 to 2025-04-30,H1 2025,Insurance & pure protection,39.0
Canada Life Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,53.1
Capital One (Europe) plc,CAPITAL ONE FINANCIAL CORPORATION,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,12.5
Car Care Plan Limited,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,18.3
CAROLE NASH INSURANCE CONSULTANTS LIMITED,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,47.4
Castelan Limited,NO GROUP,2024-10-01 to 2025-03-31,H1 2025,Insurance & pure protection,27.0
Casualty & General Insurance Company (Europe) Ltd,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,25.7
Chubb European Group SE,CHUBB LIMITED,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,64.6
Close Brothers Limited,CLOSE BROTHERS GROUP PLC,2024-08-01 to 2025-01-31,H1 2025,Insurance & pure protection,0.0
Clydesdale Bank Plc,VIRGIN MONEY UK PLC,2024-10-01 to 2025-03-31,H1 2025,Insurance & pure protection,33.3
Complete Cover Group Ltd,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,41.2
Connells Limited,SKIPTON BUILDING SOCIETY,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,28.2
Countrywide Assured Plc,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,47.9
Coutts & Company,NATWEST GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,53.8
Covea Insurance plc,COVEA GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,46.4
Coventry Building Society,NO GROUP,2025-01-01 to 2025-06-30,H1 2025,Insurance & pure protection,0.0
